,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.521,0.231,5.113,5.975,0.003,0.002,5160.0,4680.0,1.0
alpha,0.918,0.112,0.709,1.126,0.002,0.001,4780.0,3732.0,1.0
