,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,9.048,0.199,8.687,9.428,0.003,0.002,5534.0,4656.0,1.0
alpha,7.924,0.767,6.49,9.344,0.011,0.008,4691.0,3663.0,1.0
