,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,4.231,0.921,2.561,6.04,0.015,0.011,3706.0,3436.0,1.0
beta,0.624,0.188,0.268,0.968,0.003,0.002,3220.0,2987.0,1.0
mu,7.549,3.448,2.803,13.405,0.066,0.051,3656.0,3139.0,1.0
sigma,3.671,1.632,1.684,6.177,0.035,0.028,3584.0,2968.0,1.0
