,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.708,0.137,5.461,5.972,0.002,0.001,7094.0,5130.0,1.0
sigma,2.394,0.125,2.157,2.626,0.002,0.001,6874.0,5352.0,1.0
