,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.551,0.172,5.245,5.882,0.002,0.002,6443.0,5200.0,1.0
sigma,2.312,0.116,2.088,2.518,0.001,0.001,6622.0,5188.0,1.0
