,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.676,0.157,5.397,5.982,0.002,0.001,7379.0,5565.0,1.0
sigma,2.402,0.116,2.185,2.619,0.001,0.001,6994.0,4919.0,1.0
