,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.702,0.142,5.432,5.967,0.002,0.001,7344.0,5611.0,1.0
sigma,2.397,0.122,2.169,2.625,0.001,0.001,7035.0,5134.0,1.0
