,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.717,0.129,5.479,5.956,0.002,0.001,6828.0,4995.0,1.0
sigma,2.391,0.13,2.158,2.639,0.002,0.001,6073.0,5085.0,1.0
