,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.365,0.194,5.014,5.737,0.002,0.002,6773.0,4936.0,1.0
sigma,2.259,0.116,2.045,2.48,0.001,0.001,6652.0,4364.0,1.0
