,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.638,0.162,5.339,5.946,0.002,0.001,7538.0,5277.0,1.0
sigma,2.372,0.116,2.164,2.6,0.001,0.001,6792.0,4751.0,1.0
