,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.487,0.187,5.148,5.847,0.002,0.002,7548.0,5795.0,1.0
sigma,2.288,0.115,2.072,2.5,0.001,0.001,7152.0,4907.0,1.0
