,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.521,0.215,5.111,5.915,0.003,0.002,6663.0,5427.0,1.0
sigma,2.219,0.121,1.985,2.433,0.001,0.001,6539.0,5179.0,1.0
