,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.698,0.146,5.434,5.973,0.002,0.001,6849.0,5611.0,1.0
sigma,2.399,0.121,2.172,2.625,0.001,0.001,6704.0,5072.0,1.0
