,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,5.713,0.133,5.471,5.968,0.002,0.001,7290.0,5667.0,1.0
sigma,2.392,0.127,2.15,2.627,0.001,0.001,7535.0,5468.0,1.0
